#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2019-02-05 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	 metar 
ELP	2018-10-28 01:51	KELP 280151Z 00000KT 10SM CLR 21/06 A3015 RMK AO2 SLP165 T02060061
ELP	2018-10-28 02:51	KELP 280251Z 00000KT 10SM CLR 19/07 A3017 RMK AO2 SLP168 T01890067 51013
ELP	2018-10-28 03:51	KELP 280351Z 18003KT 10SM CLR 17/07 A3017 RMK AO2 SLP169 T01720072
ELP	2018-10-28 04:51	KELP 280451Z 16006KT 10SM CLR 16/07 A3018 RMK AO2 SLP172 T01560072
ELP	2018-10-28 05:51	KELP 280551Z 16005KT 10SM CLR 15/07 A3018 RMK AO2 SLP169 T01500072 10233 20150 51005
ELP	2018-10-28 06:51	KELP 280651Z 16004KT 10SM CLR 15/07 A3018 RMK AO2 SLP166 T01500067 402500094
ELP	2018-10-28 07:51	KELP 280751Z 00000KT 10SM CLR 14/07 A3018 RMK AO2 SLP169 T01440072
ELP	2018-10-28 08:51	KELP 280851Z 00000KT 10SM CLR 13/08 A3019 RMK AO2 SLP171 T01280083 $
ELP	2018-10-28 09:51	KELP 280951Z 00000KT 10SM CLR 12/08 A3018 RMK AO2 SLP168 T01220083 $
ELP	2018-10-28 10:51	KELP 281051Z 00000KT 10SM CLR 12/08 A3018 RMK AO2 SLP168 T01220083 $
ELP	2018-10-28 11:51	KELP 281151Z 04003KT 10SM CLR 11/08 A3019 RMK AO2 SLP177 T01060078 10156 20106 53002 $
ELP	2018-10-28 12:51	KELP 281251Z 00000KT 10SM FEW250 11/08 A3021 RMK AO2 SLP183 T01060083 $
ELP	2018-10-28 13:51	KELP 281351Z 36003KT 10SM FEW250 11/07 A3023 RMK AO2 SLP192 T01110072 $
ELP	2018-10-28 14:51	KELP 281451Z 03005KT 10SM CLR 13/07 A3025 RMK AO2 SLP200 T01330067 53018 $
ELP	2018-10-28 15:51	KELP 281551Z 35004KT 10SM FEW250 16/07 A3027 RMK AO2 SLP203 T01610072 $
ELP	2018-10-28 16:51	KELP 281651Z 05003KT 10SM FEW250 19/07 A3027 RMK AO2 SLP200 T01890067 $
ELP	2018-10-28 17:51	KELP 281751Z 00000KT 10SM CLR 21/06 A3026 RMK AO2 SLP198 T02060056 10211 20100 50002 $
ELP	2018-10-28 18:51	KELP 281851Z VRB03KT 10SM CLR 23/05 A3023 RMK AO2 SLP185 T02280050 $
ELP	2018-10-28 19:51	KELP 281951Z 24005KT 10SM CLR 24/04 A3019 RMK AO2 SLP170 T02440039 $
ELP	2018-10-28 20:51	KELP 282051Z 21005KT 10SM CLR 26/03 A3017 RMK AO2 SLP162 T02610033 56028 $
ELP	2018-10-28 21:51	KELP 282151Z 00000KT 10SM FEW250 26/03 A3016 RMK AO2 SLP158 T02610028 $
ELP	2018-10-28 22:51	KELP 282251Z 00000KT 10SM FEW250 27/03 A3016 RMK AO2 SLP157 T02670028 $
ELP	2018-10-28 23:51	KELP 282351Z 12003KT 10SM FEW250 25/04 A3015 RMK AO2 SLP159 T02500039 10267 20206 56006 $
ELP	2018-10-29 00:51	KELP 290051Z 13004KT 10SM FEW250 22/05 A3015 RMK AO2 SLP163 T02220050 $
ELP	2018-10-29 01:51	KELP 290151Z 14004KT 10SM CLR 19/07 A3016 RMK AO2 SLP170 T01940067 $
ELP	2018-10-29 02:51	KELP 290251Z 25003KT 10SM CLR 21/05 A3018 RMK AO2 SLP170 T02060050 53008 $
ELP	2018-10-29 03:51	KELP 290351Z 00000KT 10SM CLR 20/05 A3019 RMK AO2 SLP170 T02000050 $
ELP	2018-10-29 04:51	KELP 290451Z 13003KT 10SM CLR 16/08 A3019 RMK AO2 SLP175 T01560078 $
ELP	2018-10-29 05:51	KELP 290551Z 14006KT 10SM CLR 15/07 A3018 RMK AO2 SLP171 T01500072 10250 20144 50002 $
ELP	2018-10-29 06:51	KELP 290651Z 04003KT 10SM CLR 16/07 A3017 RMK AO2 SLP164 T01560072 402670100 $
ELP	2018-10-29 07:51	KELP 290751Z 00000KT 10SM CLR 13/07 A3017 RMK AO2 SLP163 T01330072 $
ELP	2018-10-29 08:51	KELP 290851Z 04003KT 10SM CLR 13/08 A3016 RMK AO2 SLP158 T01330078 56006 $
ELP	2018-10-29 09:51	KELP 290951Z 00000KT 10SM CLR 13/07 A3016 RMK AO2 SLP156 T01330072 $
ELP	2018-10-29 10:51	KELP 291051Z 00000KT 10SM CLR 11/07 A3015 RMK AO2 SLP159 T01060072 $
ELP	2018-10-29 11:51	KELP 291151Z 00000KT 10SM CLR 12/07 A3016 RMK AO2 SLP162 T01220072 10161 20100 53000 $
ELP	2018-10-29 12:51	KELP 291251Z 13004KT 10SM CLR 11/07 A3016 RMK AO2 SLP166 T01110067 $
ELP	2018-10-29 13:51	KELP 291351Z 21003KT 10SM FEW220 12/07 A3017 RMK AO2 SLP172 T01170067
ELP	2018-10-29 14:51	KELP 291451Z 18003KT 10SM FEW250 15/07 A3018 RMK AO2 SLP171 T01500072 53006
ELP	2018-10-29 15:51	KELP 291551Z 17003KT 10SM FEW250 18/06 A3019 RMK AO2 SLP170 T01780061
ELP	2018-10-29 16:51	KELP 291651Z 17007KT 10SM SCT250 20/06 A3018 RMK AO2 SLP170 T02000061
ELP	2018-10-29 17:51	KELP 291751Z 19008KT 10SM SCT250 23/06 A3016 RMK AO2 SLP160 T02330061 10233 20100 58006
ELP	2018-10-29 18:51	KELP 291851Z 23012KT 10SM SCT250 25/05 A3013 RMK AO2 SLP145 T02500050 $
ELP	2018-10-29 19:51	KELP 291951Z 26007KT 10SM SCT250 26/04 A3009 RMK AO2 SLP131 T02610039 $
ELP	2018-10-29 20:51	KELP 292051Z 26008KT 10SM FEW220 BKN250 27/04 A3006 RMK AO2 SLP121 T02720039 56032
ELP	2018-10-29 21:51	KELP 292151Z 28013G19KT 10SM BKN250 28/01 A3004 RMK AO2 SLP112 T02830011
ELP	2018-10-29 22:51	KELP 292251Z 29007KT 10SM BKN250 27/02 A3003 RMK AO2 SLP116 T02720017
ELP	2018-10-29 23:51	KELP 292351Z 28007KT 10SM FEW220 BKN250 26/03 A3002 RMK AO2 SLP111 T02610028 10283 20228 56011
ELP	2018-10-30 00:51	KELP 300051Z 29007KT 10SM BKN250 25/02 A3003 RMK AO2 SLP115 T02500022
ELP	2018-10-30 01:51	KELP 300151Z 29007KT 10SM FEW220 BKN250 24/01 A3004 RMK AO2 SLP118 T02440011
ELP	2018-10-30 02:51	KELP 300251Z 24004KT 10SM FEW220 BKN250 21/03 A3003 RMK AO2 SLP117 T02110033 50003
ELP	2018-10-30 03:51	KELP 300351Z 23003KT 10SM BKN250 21/04 A3004 RMK AO2 SLP116 T02110044
ELP	2018-10-30 04:51	KELP 300451Z 00000KT 10SM BKN250 19/05 A3004 RMK AO2 SLP115 T01940050
ELP	2018-10-30 05:51	KELP 300551Z 31005KT 10SM BKN250 21/04 A3002 RMK AO2 SLP103 T02060044 10261 20194 58003
ELP	2018-10-30 06:51	KELP 300651Z 26010KT 10SM BKN250 22/04 A3001 RMK AO2 SLP095 T02220039 402830100
ELP	2018-10-30 07:51	KELP 300751Z 26012KT 10SM BKN250 22/04 A3001 RMK AO2 SLP094 T02220039
ELP	2018-10-30 08:51	KELP 300851Z 25013KT 10SM BKN250 21/05 A3000 RMK AO2 SLP091 T02110050 58005
ELP	2018-10-30 09:51	KELP 300951Z 23010KT 10SM BKN250 19/06 A3000 RMK AO2 SLP091 T01940056
ELP	2018-10-30 10:51	KELP 301051Z 24009KT 10SM BKN250 19/06 A2999 RMK AO2 SLP091 T01940061
ELP	2018-10-30 11:51	KELP 301151Z 22003KT 10SM BKN250 18/06 A3000 RMK AO2 SLP095 T01780061 10228 20178 55002
ELP	2018-10-30 12:51	KELP 301251Z 24005KT 10SM FEW200 BKN250 17/07 A3000 RMK AO2 SLP099 T01720067
ELP	2018-10-30 13:51	KELP 301351Z 20006KT 10SM SCT200 BKN250 18/07 A3001 RMK AO2 SLP102 T01780067
ELP	2018-10-30 14:51	KELP 301451Z 20005KT 10SM SCT180 OVC210 18/07 A3002 RMK AO2 SLP107 T01830072 53005
ELP	2018-10-30 15:51	KELP 301551Z 22011KT 10SM FEW170 OVC210 19/07 A3003 RMK AO2 SLP111 T01940072
ELP	2018-10-30 16:51	KELP 301651Z 25013KT 10SM FEW170 OVC200 21/07 A3003 RMK AO2 SLP112 BINOVC T02110072
ELP	2018-10-30 17:51	KELP 301751Z 26014KT 10SM FEW170 OVC220 22/07 A3003 RMK AO2 SLP109 T02170072 10217 20167 50004
ELP	2018-10-30 18:51	KELP 301851Z 25008KT 10SM FEW180 OVC210 22/08 A3001 RMK AO2 SLP098 BINOVC T02170078
ELP	2018-10-30 19:51	KELP 301951Z 27010KT 10SM FEW070 SCT160 OVC190 23/07 A2998 RMK AO2 SLP085 BINOVC T02280072
ELP	2018-10-30 20:51	KELP 302051Z 26013G19KT 10SM FEW065 SCT180 BKN220 OVC250 23/07 A2996 RMK AO2 SLP081 T02330072 56021
ELP	2018-10-30 21:51	KELP 302151Z 24020G23KT 10SM FEW065 SCT180 SCT220 OVC250 24/06 A2995 RMK AO2 SLP079 T02440061
ELP	2018-10-30 22:51	KELP 302251Z 25011KT 10SM FEW065 SCT140 BKN180 OVC250 23/07 A2994 RMK AO2 SLP078 T02330072
ELP	2018-10-30 23:51	KELP 302351Z 26012KT 10SM FEW065 SCT130 BKN160 OVC250 23/07 A2995 RMK AO2 SLP082 VCSH SE T02280067 10244 20217 55004
ELP	2018-10-31 00:51	KELP 310051Z 24005KT 10SM FEW065 BKN130 BKN180 OVC250 22/08 A2995 RMK AO2 SLP084 VCSH E T02170078
ELP	2018-10-31 01:51	KELP 310151Z 16005KT 10SM FEW065 BKN140 BKN180 OVC250 21/08 A2994 RMK AO2 SLP083 T02060083
ELP	2018-10-31 02:51	KELP 310251Z 21008KT 10SM FEW075 SCT140 BKN180 OVC250 21/08 A2994 RMK AO2 SLP081 T02060083 58003
ELP	2018-10-31 03:51	KELP 310351Z 23013KT 10SM FEW075 FEW140 SCT180 BKN250 21/08 A2994 RMK AO2 SLP079 T02110078
ELP	2018-10-31 04:51	KELP 310451Z 25012KT 10SM FEW080 SCT180 SCT220 BKN250 20/08 A2993 RMK AO2 SLP076 T02000083
ELP	2018-10-31 05:51	KELP 310551Z 25014KT 10SM FEW080 FEW180 SCT220 BKN250 19/08 A2992 RMK AO2 SLP073 T01940083 10228 20194 58005
ELP	2018-10-31 06:51	KELP 310651Z 24013KT 10SM FEW080 SCT220 BKN250 19/08 A2992 RMK AO2 SLP072 T01890083 402440167
ELP	2018-10-31 07:51	KELP 310751Z 24019G24KT 10SM FEW080 FEW220 SCT250 19/08 A2992 RMK AO2 SLP072 OCNL LTGIC DSNT NE AND W CB DSNT NE AND W T01940083
ELP	2018-10-31 08:51	KELP 310851Z 25020G26KT 10SM FEW080 SCT220 SCT250 19/08 A2993 RMK AO2 PK WND 25028/0824 LTG DSNT NW SLP074 OCNL LTGIC DSNT NE-E AND NW CB DSNT NE-E AND NW T01890083 53003
ELP	2018-10-31 09:51	KELP 310951Z 23005KT 10SM FEW080 FEW220 SCT250 18/07 A2993 RMK AO2 PK WND 27027/0907 LTG DSNT NE SLP074 FRQ LTGIC DSNT NE CB DSNT NE T01780067
ELP	2018-10-31 10:51	KELP 311051Z 28009KT 10SM FEW085 BKN250 19/09 A2992 RMK AO2 SLP070 OCNL LTGIC DSNT S CB DSNT S T01890089
ELP	2018-10-31 11:51	KELP 311151Z 28011KT 10SM FEW085 BKN250 18/08 A2991 RMK AO2 SLP068 T01830078 10194 20167 58007
ELP	2018-10-31 12:51	KELP 311251Z 27014KT 10SM FEW085 SCT220 BKN250 18/07 A2991 RMK AO2 SLP072 OCNL LTGIC DSNT SE CB DSNT SE T01830067
ELP	2018-10-31 13:51	KELP 311351Z 29008KT 10SM FEW040 FEW085 SCT220 BKN250 17/08 A2993 RMK AO2 LTG DSNT SE SLP082 CB DSNT SE MOV E T01720078
ELP	2018-10-31 14:51	KELP 311451Z 36009KT 10SM FEW060TCU SCT100 SCT220 16/08 A2995 RMK AO2 SLP089 CB DSNT NE AND SE MOV E TCU S-SW T01610083 53014
ELP	2018-10-31 15:17	KELP 311517Z 03017KT 10SM TS FEW065CB SCT100 SCT220 15/08 A2995 RMK AO2 LTG DSNT SE-SW TSB17 OCNL LTGICCG S-SW MOV E TS S-SW MOV E CB DSNT NE AND SE MOV E T01500078
ELP	2018-10-31 15:38	KELP 311538Z 02016KT 10SM FEW070 SCT100 SCT240 14/07 A2995 RMK AO2 LTG DSNT E-SW TSB17E36 OCNL LTGICCCCG DSNT E AND SE-SW CB DSNT NE E AND SE-SW MOV E T01440072
ELP	2018-10-31 15:51	KELP 311551Z 02014KT 10SM FEW070 SCT100 SCT240 14/07 A2995 RMK AO2 LTG DSNT E-S TSB17E36 SLP090 OCNL LTGICCCCG DSNT E SE-SW AND NW CB DSNT E SE-SW AND NW MOV E T01440067
ELP	2018-10-31 16:51	KELP 311651Z 03014KT 10SM FEW070 SCT100 SCT240 17/07 A2995 RMK AO2 LTG DSNT E AND SE SLP090 OCNL LTGICCCCG DSNT N E-SE-S AND W-NW CB DSNT N E-SE-S AND W-NW MOV E T01670067
ELP	2018-10-31 17:51	KELP 311751Z 03011KT 10SM FEW055TCU SCT070 BKN250 17/06 A2994 RMK AO2 LTG DSNT SE AND SW SLP085 OCNL LTGICCCCG DSNT E-S-W AND NW CB DSNT E-S-W AND NW MOV E TCU SW-W T01720061 10183 20144 58003
ELP	2018-10-31 18:24	KELP 311824Z 04009KT 10SM TS SCT047CB SCT080 BKN250 18/06 A2993 RMK AO2 LTG DSNT S AND SW TSB23 OCNL LTGICCCCG S-SW DSNT E-S-W AND NW TS S-SW MOV E CB DSNT E-S-W AND NW VCSH S-SW T01780061
ELP	2018-10-31 18:51	KELP 311851Z 02008KT 10SM -TSRA SCT045CB BKN080 BKN250 17/08 A2992 RMK AO2 LTG DSNT S AND SW RAB35 TSB23 SLP078 OCNL LTGICCCCG SE-SW DSNT NE AND W-NW TS SE-SW MOV E CB DSNT NE AND W-NW MOV E P0000 T01670083
ELP	2018-10-31 19:51	KELP 311951Z 14006KT 10SM -TSRA SCT039CB SCT075 BKN110 14/08 A2991 RMK AO2 LTG DSNT ALQDS SLP079 FRQ LTGICCCCG NE-S-SW AND DSNT NW TS NE-S-SW MOV E CB DSNT NW MOV E P0001 T01440083
ELP	2018-10-31 20:09	KELP 312009Z 02005KT 10SM FEW049CB SCT090 BKN250 15/08 A2991 RMK AO2 LTG DSNT E RAE09 TSE09 OCNL LTGICCCCG DSNT NE-SE-S CB S-SW AND DSNT NE-SE-S MOV E P0000 T01500078
ELP	2018-10-31 20:51	KELP 312051Z 05005KT 10SM FEW049 SCT080 16/08 A2990 RMK AO2 RAE09B29E42 TSE09 SLP073 CB DSNT SW MOV E P0000 60001 T01610083 56012
ELP	2018-10-31 21:51	KELP 312151Z 05012KT 10SM FEW050 SCT090 SCT250 17/06 A2990 RMK AO2 LTG DSNT S-W SLP074 OCNL LTGICCG DSNT S-SW CB DSNT N S-SW AND NW MOV E SHRA DSNT S-SW T01670061
ELP	2018-10-31 22:51	KELP 312251Z 09003KT 10SM FEW050 SCT090 SCT250 17/04 A2992 RMK AO2 LTG DSNT NE AND SE TSE29 SLP078 OCNL LTGICCCCG DSNT NE E-SE AND NW CB DSNT NE E-SE SHRA DSNT NE E-SE AND NW T01720039
ELP	2018-10-31 23:51	KELP 312351Z 35024G34KT 10SM FEW050 SCT070 BKN200 14/03 A2996 RMK AO2 PK WND 36034/2345 LTG DSNT N AND NE SLP098 CB DSNT N SHRA DSNT N-E AND S BLDU ALQDS 60001 T01390033 10183 20139 53018
ELP	2018-11-01 00:51	KELP 010051Z 07009G18KT 10SM FEW015 SCT100 BKN200 11/04 A3002 RMK AO2 PK WND 02031/0000 PRESRR SLP123 OCNL LTGICCCCG DSNT E CB DSNT N-E-SE SHRA DSNT N-E-SE CLDS TPG MTNS W-NW T01060039
ELP	2018-11-01 01:51	KELP 010151Z 36004KT 10SM FEW035 FEW080 SCT180 11/05 A3005 RMK AO2 SLP136 T01060050
ELP	2018-11-01 02:51	KELP 010251Z 35005KT 10SM FEW060 FEW180 10/05 A3006 RMK AO2 SLP141 T01000050 51030
ELP	2018-11-01 03:51	KELP 010351Z 05005KT 10SM FEW060 FEW180 10/05 A3007 RMK AO2 SLP147 T01000050
ELP	2018-11-01 04:51	KELP 010451Z 10005KT 10SM FEW060 FEW180 08/04 A3008 RMK AO2 SLP151 T00780039
ELP	2018-11-01 05:51	KELP 010551Z 17006KT 10SM FEW080 07/04 A3009 RMK AO2 SLP154 T00720039 10139 20072 51009
ELP	2018-11-01 06:51	KELP 010651Z 00000KT 10SM FEW100 07/04 A3008 RMK AO2 SLP153 T00670039 401940067
ELP	2018-11-01 07:51	KELP 010751Z 20004KT 10SM FEW090 07/04 A3008 RMK AO2 SLP155 T00670039
ELP	2018-11-01 08:51	KELP 010851Z 22003KT 10SM SCT220 06/04 A3008 RMK AO2 SLP153 T00560039 56004
ELP	2018-11-01 09:51	KELP 010951Z 17004KT 10SM FEW100 BKN190 06/04 A3006 RMK AO2 SLP147 T00610039
ELP	2018-11-01 10:51	KELP 011051Z 16004KT 10SM FEW160 SCT200 07/04 A3005 RMK AO2 SLP140 T00670039
ELP	2018-11-01 11:51	KELP 011151Z 15009KT 10SM SCT160 BKN200 06/03 A3005 RMK AO2 SLP146 70001 T00610033 10078 20056 55008
ELP	2018-11-01 12:51	KELP 011251Z VRB03KT 10SM FEW100 SCT160 BKN200 07/04 A3005 RMK AO2 SLP149 T00670039
ELP	2018-11-01 13:51	KELP 011351Z 13004KT 10SM SCT060 BKN100 BKN200 07/04 A3005 RMK AO2 SLP150 T00670039
ELP	2018-11-01 14:51	KELP 011451Z 00000KT 10SM SCT050 SCT100 BKN210 09/04 A3008 RMK AO2 SLP158 T00890039 53008
ELP	2018-11-01 15:51	KELP 011551Z VRB03KT 10SM FEW045 FEW120 SCT250 09/04 A3007 RMK AO2 SLP155 T00940044
ELP	2018-11-01 16:51	KELP 011651Z VRB04KT 10SM FEW050 FEW250 12/04 A3007 RMK AO2 SLP155 T01170044
ELP	2018-11-01 17:51	KELP 011751Z 05007KT 10SM FEW065 FEW250 16/01 A3006 RMK AO2 SLP147 T01560011 10156 20061 58004
ELP	2018-11-01 18:51	KELP 011851Z 30011G20KT 10SM FEW090 FEW250 17/M05 A3003 RMK AO2 SLP133 T01721050
ELP	2018-11-01 19:51	KELP 011951Z 32009KT 10SM FEW095 SCT250 18/M06 A3001 RMK AO2 SLP125 T01831061
ELP	2018-11-01 20:51	KELP 012051Z 31011KT 10SM BKN250 19/M06 A3001 RMK AO2 SLP125 T01891061 56017
ELP	2018-11-01 21:26	KELP 012126Z 01013KT 10SM BKN250 19/M06 A3001 RMK AO2 WSHFT 2109 T01891056
ELP	2018-11-01 21:51	KELP 012151Z 01008KT 10SM FEW100 BKN250 18/M04 A3002 RMK AO2 WSHFT 2109 SLP128 T01831044
ELP	2018-11-01 22:51	KELP 012251Z 02009KT 10SM BKN250 19/M05 A3003 RMK AO2 SLP130 T01891050
ELP	2018-11-01 23:51	KELP 012351Z 04011KT 10SM BKN250 17/M04 A3004 RMK AO2 SLP138 T01671044 10194 20156 53009
ELP	2018-11-02 00:51	KELP 020051Z 02007KT 10SM CLR 16/M03 A3008 RMK AO2 SLP155 T01561033
ELP	2018-11-02 01:51	KELP 020151Z 01005KT 10SM BKN250 14/M02 A3010 RMK AO2 SLP164 T01441022
ELP	2018-11-02 02:51	KELP 020251Z 36005KT 10SM SCT250 14/M02 A3012 RMK AO2 SLP166 T01391022 51025
ELP	2018-11-02 03:51	KELP 020351Z 35003KT 10SM SCT250 13/M02 A3013 RMK AO2 SLP172 T01281017
ELP	2018-11-02 04:51	KELP 020451Z 00000KT 10SM SCT250 12/M02 A3016 RMK AO2 SLP180 T01171017
ELP	2018-11-02 05:51	KELP 020551Z 00000KT 10SM FEW250 10/00 A3015 RMK AO2 SLP175 T01000000 10167 20089 50011
ELP	2018-11-02 06:51	KELP 020651Z 00000KT 10SM CLR 09/01 A3016 RMK AO2 SLP177 T00890006 401940056
ELP	2018-11-02 07:51	KELP 020751Z 00000KT 10SM FEW250 09/00 A3017 RMK AO2 SLP176 T00890000
ELP	2018-11-02 08:51	KELP 020851Z 14006KT 10SM FEW250 08/01 A3017 RMK AO2 SLP179 T00780011 51004
ELP	2018-11-02 09:51	KELP 020951Z 00000KT 10SM CLR 08/01 A3017 RMK AO2 SLP181 T00830006
ELP	2018-11-02 10:51	KELP 021051Z 00000KT 10SM CLR 08/01 A3017 RMK AO2 SLP180 T00780011
ELP	2018-11-02 11:51	KELP 021151Z 17005KT 10SM CLR 07/02 A3017 RMK AO2 SLP184 T00670022 10111 20061 51001
ELP	2018-11-02 12:51	KELP 021251Z 15006KT 10SM FEW250 06/02 A3019 RMK AO2 SLP193 T00560022
ELP	2018-11-02 13:51	KELP 021351Z 00000KT 10SM FEW250 08/02 A3020 RMK AO2 SLP197 MIFG NE T00780017
ELP	2018-11-02 14:51	KELP 021451Z 20006KT 10SM FEW250 10/01 A3021 RMK AO2 SLP198 T01000006 51013
ELP	2018-11-02 15:51	KELP 021551Z 20003KT 10SM FEW250 12/01 A3023 RMK AO2 SLP203 T01170011
ELP	2018-11-02 16:51	KELP 021651Z 00000KT 10SM FEW250 14/01 A3022 RMK AO2 SLP195 T01440006
ELP	2018-11-02 17:51	KELP 021751Z 28003KT 10SM CLR 17/M01 A3020 RMK AO2 SLP190 T01671006 10172 20056 58004
ELP	2018-11-02 18:51	KELP 021851Z 21006KT 10SM CLR 19/M03 A3016 RMK AO2 SLP175 T01891033
ELP	2018-11-02 19:51	KELP 021951Z VRB04KT 10SM CLR 19/M02 A3012 RMK AO2 SLP158 T01941022
ELP	2018-11-02 20:51	KELP 022051Z 26010G15KT 10SM CLR 21/M04 A3009 RMK AO2 SLP149 T02061044 56033
ELP	2018-11-02 21:51	KELP 022151Z 26009G15KT 10SM CLR 21/M05 A3007 RMK AO2 SLP140 T02061050
ELP	2018-11-02 22:51	KELP 022251Z 23007KT 10SM CLR 21/M05 A3004 RMK AO2 SLP131 T02061050
ELP	2018-11-02 23:51	KELP 022351Z 29003KT 10SM CLR 20/M05 A3003 RMK AO2 SLP130 T02001050 10211 20167 56020
ELP	2018-11-03 00:51	KELP 030051Z 21007KT 10SM CLR 17/M03 A3002 RMK AO2 SLP132 T01721033
ELP	2018-11-03 01:51	KELP 030151Z 23007KT 10SM CLR 16/M03 A3003 RMK AO2 SLP136 T01561028
ELP	2018-11-03 02:51	KELP 030251Z 21006KT 10SM CLR 15/M03 A3003 RMK AO2 SLP130 T01501028 56001
ELP	2018-11-03 03:51	KELP 030351Z 15009KT 10SM CLR 14/M02 A3002 RMK AO2 SLP126 T01441022
ELP	2018-11-03 04:51	KELP 030451Z 18006KT 10SM CLR 13/M01 A3001 RMK AO2 SLP122 T01331011
ELP	2018-11-03 05:51	KELP 030551Z 24014KT 10SM CLR 16/M03 A3000 RMK AO2 SLP111 T01611033 10200 20128 58007
ELP	2018-11-03 06:51	KELP 030651Z 25015KT 10SM CLR 17/M03 A2999 RMK AO2 SLP103 T01671028 402110056
ELP	2018-11-03 07:51	KELP 030751Z 22006KT 10SM FEW250 16/M03 A2999 RMK AO2 SLP103 T01611028
ELP	2018-11-03 08:51	KELP 030851Z 12009KT 10SM FEW250 14/M02 A2996 RMK AO2 SLP096 T01441022 58010
ELP	2018-11-03 09:51	KELP 030951Z 17007KT 10SM FEW250 15/M03 A2995 RMK AO2 SLP091 T01501028
ELP	2018-11-03 10:51	KELP 031051Z 18009KT 10SM FEW250 13/M02 A2994 RMK AO2 SLP089 T01331022
ELP	2018-11-03 11:51	KELP 031151Z 14007KT 10SM FEW220 12/M01 A2994 RMK AO2 SLP092 T01171011 10167 20117 56007
ELP	2018-11-03 12:51	KELP 031251Z 14009KT 10SM FEW180 FEW250 12/M01 A2995 RMK AO2 SLP100 T01171011
ELP	2018-11-03 13:51	KELP 031351Z 17011KT 10SM SCT130 BKN200 12/M01 A2994 RMK AO2 SLP099 T01171006
ELP	2018-11-03 14:51	KELP 031451Z VRB05KT 10SM FEW130 FEW180 BKN220 13/00 A2998 RMK AO2 SLP110 T01330000 53012
ELP	2018-11-03 15:51	KELP 031551Z 16008KT 10SM FEW180 SCT220 SCT250 16/M01 A3000 RMK AO2 SLP114 T01561006
ELP	2018-11-03 16:51	KELP 031651Z 17010KT 10SM FEW220 FEW250 18/00 A2998 RMK AO2 SLP108 T01780000
ELP	2018-11-03 17:51	KELP 031751Z 29014G22KT 10SM FEW250 21/M01 A2998 RMK AO2 PK WND 27028/1714 SLP099 T02061006 10206 20117 58001
ELP	2018-11-03 18:51	KELP 031851Z 30014KT 10SM FEW080 FEW250 23/M01 A2997 RMK AO2 SLP090 T02281011
ELP	2018-11-03 19:51	KELP 031951Z 31010G18KT 10SM FEW085 FEW250 23/M02 A2995 RMK AO2 SLP083 T02331017
ELP	2018-11-03 20:51	KELP 032051Z 35010KT 10SM FEW090 FEW250 23/M02 A2994 RMK AO2 SLP085 T02331022 56011
ELP	2018-11-03 21:51	KELP 032151Z 01007KT 10SM FEW250 23/M02 A2995 RMK AO2 SLP085 T02331017
ELP	2018-11-03 22:51	KELP 032251Z 02004KT 10SM FEW250 23/M02 A2995 RMK AO2 SLP088 T02331017
ELP	2018-11-03 23:51	KELP 032351Z 04006KT 10SM FEW250 22/M01 A2996 RMK AO2 SLP096 T02171011 10239 20206 53005
ELP	2018-11-04 05:51	KELP 040551Z 04004KT 10SM CLR 12/00 A3006 RMK AO2 SLP133 T01170000 10217 20111 51013
ELP	2018-11-04 06:51	KELP 040651Z 08007KT 10SM FEW220 11/M02 A3009 RMK AO2 SLP141 T01111017 402390100
ELP	2018-11-04 07:51	KELP 040751Z 33004KT 10SM CLR 11/M01 A3010 RMK AO2 SLP146 T01061006
ELP	2018-11-04 08:51	KELP 040851Z 07003KT 10SM FEW220 10/01 A3011 RMK AO2 SLP150 T01000006 51016
ELP	2018-11-04 09:51	KELP 040951Z 03003KT 10SM FEW220 10/01 A3011 RMK AO2 SLP148 T01000011
ELP	2018-11-04 10:51	KELP 041051Z 03006KT 10SM FEW220 10/02 A3010 RMK AO2 SLP145 T01000017
ELP	2018-11-04 11:51	KELP 041151Z 02003KT 10SM FEW220 08/02 A3012 RMK AO2 SLP156 T00830017 10128 20083 53002
ELP	2018-11-04 12:51	KELP 041251Z 02005KT 10SM FEW140 SCT220 08/01 A3013 RMK AO2 SLP163 T00830011
ELP	2018-11-04 13:51	KELP 041351Z 01004KT 10SM FEW040 BKN220 08/01 A3013 RMK AO2 SLP168 T00780011
ELP	2018-11-04 14:51	KELP 041451Z 35004KT 10SM FEW045 FEW130 BKN220 09/01 A3016 RMK AO2 SLP176 T00940006 53013
ELP	2018-11-04 15:51	KELP 041551Z 00000KT 10SM BKN250 13/01 A3016 RMK AO2 SLP173 T01280011
ELP	2018-11-04 16:51	KELP 041651Z 00000KT 10SM BKN250 14/01 A3014 RMK AO2 SLP166 T01440011
ELP	2018-11-04 17:51	KELP 041751Z 15003KT 10SM BKN250 17/02 A3011 RMK AO2 SLP155 T01670017 10167 20072 58015
ELP	2018-11-04 18:51	KELP 041851Z VRB04KT 10SM BKN250 18/01 A3007 RMK AO2 SLP142 T01780011
